"Fradato";"Tildato";"Forbrug i kroner"
"=""30-01-2024 17:00""";"=""30-01-2024 18:00""";"1,05 kr."
"=""30-01-2024 18:00""";"=""30-01-2024 19:00""";"1,40 kr."
"=""30-01-2024 19:00""";"=""30-01-2024 20:00""";"1,23 kr."
"=""30-01-2024 20:00""";"=""30-01-2024 21:00""";"0,94 kr."
"=""30-01-2024 21:00""";"=""30-01-2024 22:00""";"0,90 kr."
"=""30-01-2024 22:00""";"=""30-01-2024 23:00""";"0,61 kr."
"=""30-01-2024 23:00""";"=""31-01-2024 00:00""";"0,27 kr."
"=""31-01-2024 00:00""";"=""31-01-2024 01:00""";"0,17 kr."
"=""31-01-2024 01:00""";"=""31-01-2024 02:00""";"0,17 kr."
"=""31-01-2024 02:00""";"=""31-01-2024 03:00""";"0,16 kr."
"=""31-01-2024 03:00""";"=""31-01-2024 04:00""";"0,19 kr."
"=""31-01-2024 04:00""";"=""31-01-2024 05:00""";"0,22 kr."
"=""31-01-2024 05:00""";"=""31-01-2024 06:00""";"0,19 kr."
"=""31-01-2024 06:00""";"=""31-01-2024 07:00""";"10,48 kr."
"=""31-01-2024 07:00""";"=""31-01-2024 08:00""";"8,59 kr."
"=""31-01-2024 08:00""";"=""31-01-2024 09:00""";"8,58 kr."
"=""31-01-2024 09:00""";"=""31-01-2024 10:00""";"15,64 kr."
"=""31-01-2024 10:00""";"=""31-01-2024 11:00""";"0,31 kr."
"=""31-01-2024 11:00""";"=""31-01-2024 12:00""";"0,25 kr."
"=""31-01-2024 12:00""";"=""31-01-2024 13:00""";"0,47 kr."
"=""31-01-2024 13:00""";"=""31-01-2024 14:00""";"0,64 kr."
"=""31-01-2024 14:00""";"=""31-01-2024 15:00""";"0,49 kr."
"=""31-01-2024 15:00""";"=""31-01-2024 16:00""";"0,41 kr."
"=""31-01-2024 16:00""";"=""31-01-2024 17:00""";"0,43 kr."
"=""31-01-2024 17:00""";"=""31-01-2024 18:00""";"3,99 kr."
"=""31-01-2024 18:00""";"=""31-01-2024 19:00""";"0,88 kr."
"=""31-01-2024 19:00""";"=""31-01-2024 20:00""";"0,92 kr."
"=""31-01-2024 20:00""";"=""31-01-2024 21:00""";"0,75 kr."
"=""31-01-2024 21:00""";"=""31-01-2024 22:00""";"0,57 kr."
"=""31-01-2024 22:00""";"=""31-01-2024 23:00""";"0,47 kr."
"=""31-01-2024 23:00""";"=""01-02-2024 00:00""";"0,34 kr."
